loc_rowid,pl_name,hostname,pl_letter,sy_snum,sy_pnum,disc_year,pl_orbper,pl_rade,pl_masse,pl_eqt,st_spectype,st_teff,sy_dist
4646,K2-199 b,K2-199,b,1,2,2018,3.225338,1.87,NA,861,NA,4648,107.518
4653,K2-199 c,K2-199,c,1,2,2018,7.3744828,NA,NA,NA,NA,4681,107.518
6939,Kepler-102 b,Kepler-102,b,1,5,2014,5.28691996,0.51,NA,792,NA,4900,107.796
6952,Kepler-102 c,Kepler-102,c,1,5,2014,7.07136076,0.554,NA,NA,NA,4909,107.796
6967,Kepler-102 d,Kepler-102,d,1,5,2014,10.31173752,1.4,NA,638,NA,4812,107.796
6982,Kepler-102 e,Kepler-102,e,1,5,2013,16.145690772,2.52,NA,549,NA,4812,107.796
6998,Kepler-102 f,Kepler-102,f,1,5,2014,27.4537294,0.81,NA,NA,NA,4884,107.796
2336,HD 152843 b,HD 152843,b,1,2,2021,11.6264,3.41,11.56,NA,G0,6310,107.898
2338,HD 152843 c,HD 152843,c,1,2,2021,24.38,5.83,27.5,NA,G0,6310,107.898
17050,Kepler-1790 b,Kepler-1790,b,1,1,2021,31.5888952,2.676,NA,NA,NA,6005,1070.17
184,BD+03 2562 b,BD+03 2562,b,1,1,2017,481.9,NA,NA,NA,NA,4095,1070.63
31064,Kepler-723 b,Kepler-723,b,1,1,2016,4.082275068,12.19,NA,NA,NA,5539,1071.8
5967,KIC 8540376 b,KOI-7892,b,1,3,2015,31.8099,4.1,NA,NA,NA,6474,1072.3
5968,KIC 8540376 c,KOI-7892,c,1,3,2015,75.2,2.4,NA,NA,NA,6474,1072.3
27212,Kepler-457 d,KOI-7892,d,1,3,2021,10.6906004,2.98467257,NA,NA,NA,6474,1072.3
8092,Kepler-1093 b,Kepler-1093,b,1,2,2016,25.0823402,NA,NA,NA,NA,6343.61,1072.88
8102,Kepler-1093 c,Kepler-1093,c,1,2,2016,89.7224125,2.21,NA,508,NA,6429,1072.88
31516,Kepler-759 b,Kepler-759,b,1,1,2016,41.805985,2.17,NA,533,NA,5907,1073.48
32608,Kepler-829 b,Kepler-829,b,1,1,2016,6.8833857,NA,NA,NA,NA,5575,1073.76
8447,Kepler-1113 b,Kepler-1113,b,1,1,2016,42.3004954,2.81,NA,NA,NA,5931,1073.88
35086,NGTS-23 b,NGTS-23,b,1,1,2022,4.0764326,14.20177855,194.82881349,1327,F9 V,6057,1074.95
10185,Kepler-1244 b,Kepler-1244,b,1,1,2016,NA,1.925,NA,NA,NA,6730,1075.81
19107,Kepler-1979 b,Kepler-1979,b,1,1,2023,18.5084405,5.28,NA,683,NA,5942,1076.27
31612,Kepler-765 b,Kepler-765,b,1,1,2016,27.66547244,NA,NA,NA,NA,5811,1076.28
18796,Kepler-1944 b,Kepler-1944,b,1,1,2021,9.84262076,2.41,NA,801,NA,5585,1076.48
9098,Kepler-1160 b,Kepler-1160,b,1,1,2016,7.9700374419,NA,NA,NA,NA,5429,1077.63
12004,Kepler-1374 b,Kepler-1374,b,1,1,2016,10.65275054,2.2,NA,737,NA,5602,1078.46
37219,V1298 Tau b,V1298 Tau,b,3,4,2019,24.1315,9.53,NA,NA,NA,NA,108.199
37224,V1298 Tau c,V1298 Tau,c,3,4,2019,8.2438,5.05,NA,NA,NA,NA,108.199
37228,V1298 Tau d,V1298 Tau,d,3,4,2019,12.396,6.13,NA,NA,NA,NA,108.199
37231,V1298 Tau e,V1298 Tau,e,3,4,2019,53.5,9.97599282,321.00669107,NA,NA,4941,108.199
4355,K2-152 b,K2-152,b,1,1,2018,32.6527,2.81,NA,NA,M0.0 V,3940,108.449
887,GSC 06214-00210 b,GSC 06214-00210,b,1,1,2010,NA,NA,5300,2300,NA,4200,108.5
19775,Kepler-21 b,Kepler-21,b,2,1,2012,2.785819,1.72,NA,1863,NA,6131,108.522
5165,K2-320 b,K2-320,b,1,1,2020,1.995,2.62,NA,698,NA,3157,108.74
36851,TOI-5726.01,TOI-5726,b,1,1,2024,5.49113023427,2.43067499,NA,1093.03,NA,5874,108.848
3939,HIP 65426 b,HIP 65426,b,1,1,2017,NA,16.8135,2860.47,1500,A2 V,8840,108.875
3033,HD 231701 b,HD 231701,b,1,1,2007,141.63,NA,NA,NA,F8 V,6101,108.877
36559,TOI-3984 A b,TOI-3984 A,b,2,1,2023,4.3533211,7.17236,NA,548,NA,3422,108.883
36606,TOI-4308 b,TOI-4308,b,1,1,2023,9.151201,2.4189,NA,763.05,NA,5243,108.932
1759,HATS-64 b,HATS-64,b,1,1,2018,4.908886,NA,NA,NA,NA,NA,1080.15
33225,Kepler-874 b,Kepler-874,b,1,1,2016,40.0686727,3.41,NA,560,NA,6026,1082.16
20409,Kepler-227 b,Kepler-227,b,1,2,2014,9.48803146,2.78,NA,NA,NA,5624,1083.06
20421,Kepler-227 c,Kepler-227,c,1,2,2014,54.418464,3.1,NA,492,NA,5850,1083.06
16547,Kepler-1748 b,Kepler-1748,b,1,1,2021,5.82349237,2.71,NA,955,NA,5774,1083.28
8627,Kepler-1128 b,Kepler-1128,b,1,1,2016,61.6178167,3.59,NA,423,NA,5609,1083.41
24810,Kepler-351 b,Kepler-351,b,1,3,2014,37.0548569,2.54,NA,NA,NA,5225,1083.91
24822,Kepler-351 c,Kepler-351,c,1,3,2014,57.24809,3.19,NA,NA,NA,5643,1083.91
24834,Kepler-351 d,Kepler-351,d,1,3,2016,142.544247,2.95,NA,317,NA,5646,1083.91
26470,Kepler-412 b,Kepler-412,b,1,1,2014,1.7208612,14.851925,294.62841,NA,NA,5750,1086.24
7054,Kepler-1024 b,Kepler-1024,b,1,1,2016,66.4159789,3.44,NA,376,NA,5383,1087.4
30100,Kepler-647 b,Kepler-647,b,1,2,2016,16.2254649,1.587,NA,NA,NA,5914,1087.87
30111,Kepler-647 c,Kepler-647,c,1,2,2020,29.66624383,NA,NA,NA,NA,5906.74,1087.87
34085,Kepler-941 b,Kepler-941,b,1,1,2016,NA,2.813,NA,NA,NA,6018,1088.36
30947,Kepler-713 b,Kepler-713,b,1,1,2016,7.411141,2.33,NA,904,NA,5849,1089.87
2299,HD 147873 b,HD 147873,b,2,2,2016,116.596,NA,NA,NA,G1 V,5972,109.055
2300,HD 147873 c,HD 147873,c,2,2,2016,491.54,NA,NA,NA,G1 V,5972,109.055
36186,TOI-2010 b,TOI-2010,b,1,1,2023,1134.67239633331,11.75821955,NA,437.2,NA,5842,109.19
4703,K2-212 b,K2-212,b,1,1,2018,9.7954,2.39257704,NA,NA,NA,4349,109.218
4829,K2-242 b,K2-242,b,1,1,2018,6.51389,2.54,NA,416,NA,3459,109.237
28814,Kepler-560 b,Kepler-560,b,2,1,2016,18.47764449,1.57,NA,270,NA,3387,109.308
1891,HD 106315 b,HD 106315,b,1,2,2017,9.55385,2.4,NA,1146,NA,6254,109.353
1897,HD 106315 c,HD 106315,c,1,2,2017,21.057504,4.29405386,NA,NA,NA,6321,109.353
38641,YSES 2 b,YSES 2,b,1,1,2021,NA,NA,2669.7586188,NA,NA,NA,109.406
35825,TOI-1268 b,TOI-1268,b,1,1,2022,8.157721,9.31888,NA,860,NA,5091.2,109.557
1815,HD 100546 b,HD 100546,b,1,1,2014,NA,77.3421,2701.5414595,NA,B9 Vne,10500,109.677
5299,K2-36 b,K2-36,b,1,2,2016,1.422614,1.43,3.9,1224,NA,4916,109.749
5306,K2-36 c,K2-36,c,1,2,2016,5.3410507,3.12,NA,NA,NA,4953,109.749
3659,HD 80653 b,HD 80653,b,1,2,2020,0.719573,1.613,5.72,2463,NA,5959,109.86
5127,K2-312 c,HD 80653,c,1,2,2023,921.2,NA,NA,NA,NA,5959,109.86
427,EPIC 206215704 b,EPIC 206215704,b,1,1,2019,2.25558,2,NA,NA,NA,NA,109.888
25472,Kepler-373 b,Kepler-373,b,1,2,2014,5.53532955,1.47,NA,NA,NA,5595,1090.45
25483,Kepler-373 c,Kepler-373,c,1,2,2014,16.726052,1.15,NA,665,NA,5783,1090.45
7489,Kepler-1054 b,Kepler-1054,b,1,1,2016,4.30655689,1.99,NA,1177,NA,6108,1090.51
25147,Kepler-362 b,Kepler-362,b,1,2,2014,10.32738017,0.84,NA,739,NA,5776,1090.51
25157,Kepler-362 c,Kepler-362,c,1,2,2014,37.8658964,NA,NA,NA,NA,5745.22,1090.51
8355,Kepler-1106 b,Kepler-1106,b,1,1,2016,1.2527445906,NA,NA,NA,NA,6050,1090.7
18614,Kepler-1927 b,Kepler-1927,b,1,1,2021,73.7502765,NA,NA,NA,NA,6002.51,1091
16515,Kepler-1744 b,Kepler-1744,b,1,1,2021,37.101107,3.42,NA,532,NA,5986,1091.63
26404,Kepler-41 b,Kepler-41,b,1,1,2011,1.8555588,9.550068,156.69019,1554,NA,5660,1093.08
35090,NGTS-26 b,NGTS-26,b,1,1,2024,4.5199279,14.88552637,92.80589484,1331,NA,5550,1093.69
10577,Kepler-1270 b,Kepler-1270,b,1,1,2016,6.03356196,3.01,NA,1464,NA,5190,1095.05
35077,NGTS-18 b,NGTS-18,b,1,1,2021,3.05125,13.56286665,129.99181846,1381,G5 V,5610,1096.19
10527,Kepler-1269 b,Kepler-1269,b,1,1,2016,37.3331536,2.408,NA,NA,NA,5937,1097.23
18735,Kepler-194 b,Kepler-194,b,1,3,2014,2.092281,1.51,NA,NA,NA,6089,1097.97
18746,Kepler-194 c,Kepler-194,c,1,3,2014,17.30693,2.65,NA,752,NA,6107,1097.97
18758,Kepler-194 d,Kepler-194,d,1,3,2014,52.81476,2.43,NA,518,NA,6107,1097.97
23078,Kepler-300 b,Kepler-300,b,1,2,2014,10.44635944,2.18,NA,812,NA,5968,1098.45
23089,Kepler-300 c,Kepler-300,c,1,2,2014,40.71515819,NA,NA,NA,NA,5886,1098.45
540,GJ 1148 b,GJ 1148,b,1,2,2010,41.375,NA,NA,NA,NA,3357.57,11.0143
543,GJ 1148 c,GJ 1148,c,1,2,2017,535.9,NA,NA,NA,NA,3357.57,11.0143
800,GJ 740 b,GJ 740,b,1,1,2021,2.37756,NA,NA,829,M1.0 V,3913,11.1017
3243,HD 3651 b,HD 3651,b,1,1,2003,62.218,NA,NA,NA,K0 V,5221,11.1336
35634,Ross 508 b,Ross 508,b,1,1,2022,10.77,NA,NA,NA,M4.5 V,3071,11.2103
3013,HD 222237 b,HD 222237,b,1,1,2024,14892,NA,1649.52943233,NA,K3 V,4751,11.4469
35633,Ross 458 c,Ross 458,c,2,1,2010,NA,14.01125,1906.98,NA,NA,NA,11.5094
2235,HD 141004 b,HD 141004,b,1,1,2021,15.5083,NA,NA,NA,NA,5885.38,11.8148
689,GJ 414 A b,GJ 414 A,b,2,2,2021,51.625,NA,NA,NA,NA,4205.93,11.8893
691,GJ 414 A c,GJ 414 A,c,2,2,2021,749.83,8.4,NA,124.7,K7 V,4120,11.8893
855,GJ 96 b,GJ 96,b,1,1,2018,73.94,NA,NA,NA,M2,3785,11.9315
906,Gl 410 b,Gl 410,b,1,1,2025,6.02,NA,NA,NA,NA,3842,11.9324
588,GJ 180 b,GJ 180,b,1,3,2014,17.38,NA,NA,NA,M2 V,3371,11.9407
590,GJ 180 c,GJ 180,c,1,3,2014,24.329,NA,NA,NA,M2 V,3371,11.9407
591,GJ 180 d,GJ 180,d,1,3,2020,106.3,NA,NA,NA,NA,NA,11.9407
3146,HD 2952 b,HD 2952,b,1,1,2013,311.60001,NA,NA,NA,NA,4844,110.103
5120,K2-31 b,K2-31,b,2,1,2016,1.2578493,7,NA,NA,NA,5251,110.527
5758,K2-88 b,K2-88,b,1,1,2016,4.6122,1.23,NA,NA,NA,3537,110.561
4635,K2-198 b,K2-198,b,1,3,2018,17.043179,4.11850271,NA,NA,NA,5262,110.567
4640,K2-198 c,K2-198,c,1,3,2019,3.359,NA,NA,NA,NA,5183.84,110.567
4642,K2-198 d,K2-198,d,1,3,2019,7.4500177,2.438,NA,943.2,NA,5212.9,110.567
25015,Kepler-358 b,Kepler-358,b,1,2,2014,34.0607677,2.96,NA,554,NA,5910,1101.1
25026,Kepler-358 c,Kepler-358,c,1,2,2014,83.4886218,3.39,NA,411,NA,5910,1101.1
7857,Kepler-1077 b,Kepler-1077,b,1,1,2016,34.3511874,2.64,NA,576,NA,6091,1101.42
10735,Kepler-1282 b,Kepler-1282,b,1,1,2016,2.131946513,1.55,NA,NA,NA,5504,1103.29
318,CoRoT-25 b,CoRoT-25,b,1,1,2013,4.86069,12.11,85.81,1330,F9,6040,1103.48
32750,Kepler-838 b,Kepler-838,b,1,1,2016,15.74957994,2.85,NA,774,NA,6178,1104.04
19983,Kepler-217 b,Kepler-217,b,1,3,2014,5.374943,2.23,NA,NA,NA,6171,1104.64
19995,Kepler-217 c,Kepler-217,c,1,3,2014,8.58598202,1.48,NA,1178,NA,6765,1104.64
20007,Kepler-217 d,Kepler-217,d,1,3,2016,3.88689525,1.388,NA,NA,NA,6554,1104.64
10362,Kepler-1257 b,Kepler-1257,b,1,1,2016,2.668313762,1.55,NA,1252,NA,5806,1105.95
11033,Kepler-1306 b,Kepler-1306,b,1,1,2016,16.2958262626,NA,NA,NA,NA,5503.42,1107.5
35791,TOI-125 b,TOI-125,b,1,3,2019,4.65382,2.726,9.5,1037,K0 V,5320,111.059
35795,TOI-125 c,TOI-125,c,1,3,2019,9.154545,NA,NA,NA,K0 V,5282,111.059
35799,TOI-125 d,TOI-125,d,1,3,2020,19.98,2.93,13.6,638.1,K0 V,5320,111.059
3845,HD 99283 b,HD 99283,b,1,1,2021,310.4,NA,NA,NA,K0 III,4886,111.093
2883,HD 212771 b,HD 212771,b,1,1,2009,373.29999,NA,NA,NA,NA,5069,111.155
35988,TOI-1669 b,TOI-1669,b,1,2,2023,502,NA,NA,NA,NA,5542.3,111.276
35990,TOI-1669 c,TOI-1669,c,1,2,2024,2.6800535,2.2963977,13,1285.16,NA,5497,111.276
36011,TOI-1691 b,TOI-1691,b,1,1,2024,16.7368995,2.88015,NA,834,NA,5759,111.445
3241,HD 360 b,HD 360,b,1,1,2021,273.1,NA,NA,NA,G8 III,4770,111.542
5172,K2-325 b,K2-325,b,1,1,2020,6.93,2.2,NA,423,NA,3287,111.638
2518,HD 171028 b,HD 171028,b,1,1,2007,550,NA,NA,NA,NA,NA,111.659
12911,Kepler-1441 b,Kepler-1441,b,1,1,2016,NA,2.014,NA,NA,NA,5425,1110.48
31231,Kepler-738 b,Kepler-738,b,1,1,2016,24.58721573,2.31,NA,531,NA,5465,1113.65
10608,Kepler-1273 b,Kepler-1273,b,1,1,2016,28.625653,2.59,NA,573,NA,5774,1114.24
15255,Kepler-1633 b,Kepler-1633,b,1,1,2016,186.404271,1.06,NA,336,NA,6351,1114.91
12900,Kepler-1440 b,Kepler-1440,b,1,1,2016,39.859484,2.005,NA,NA,NA,5654,1115.35
6691,Kepler-1000 b,Kepler-1000,b,1,1,2016,120.018626466,NA,NA,NA,NA,6469.13,1115.62
11737,Kepler-1354 b,Kepler-1354,b,1,1,2016,76.61352894,NA,NA,NA,NA,5843.03,1119.45
9001,Kepler-1153 b,Kepler-1153,b,1,1,2016,1.755843555,1.94,NA,1343,NA,5569,1119.49
33775,Kepler-919 b,Kepler-919,b,1,1,2016,11.04603384,1.93,NA,869,NA,6093,1119.87
2220,HD 139357 b,HD 139357,b,1,1,2008,1125.7,NA,NA,NA,NA,4700,112.09
5625,K2-62 b,K2-62,b,1,2,2016,6.671774,1.92561267,NA,NA,NA,4636,112.467
5630,K2-62 c,K2-62,c,1,2,2016,16.197201,1.89069587,NA,NA,NA,4636,112.467
5129,K2-316 b,K2-316,b,1,2,2020,1.133,1.33,NA,841,NA,3436,112.486
5130,K2-316 c,K2-316,c,1,2,2020,5.26,1.83,NA,423,NA,3436,112.486
38755,tau Gem b,tau Gem,b,1,1,2013,305.5,NA,NA,NA,K2 III,4388,112.537
11052,Kepler-1308 b,Kepler-1308,b,1,1,2016,2.104338119,0.52,NA,586,NA,3410,112.705
36527,TOI-3714 b,TOI-3714,b,2,1,2022,2.15474722196,11.61024861,NA,689.88,NA,3538,112.71
36369,TOI-2458 b,TOI-2458,b,1,2,2024,3.73696893919,2.37973235,NA,1396.05,NA,6092,112.958
36371,TOI-2458 c,TOI-2458,c,1,2,2024,16.553,NA,NA,NA,F9-F9.5,6005,112.958
6119,KMT-2020-BLG-0414L b,KMT-2020-BLG-0414L,b,1,2,2021,NA,NA,1.28,NA,NA,NA,1120
6121,KMT-2020-BLG-0414L c,KMT-2020-BLG-0414L,c,1,2,2021,NA,NA,5371.3000783,NA,NA,NA,1120
9288,Kepler-1175 b,Kepler-1175,b,1,1,2016,37.9456138,NA,NA,NA,NA,5473,1121.89
7647,Kepler-1065 b,Kepler-1065,b,1,2,2016,3.609313059,NA,NA,NA,NA,5469,1122.48
7657,Kepler-1065 c,Kepler-1065,c,1,2,2016,2.37030743,1.6,NA,NA,NA,5635,1122.48
338,CoRoT-35 b,CoRoT-35,b,1,1,2022,3.22748,18.83108758,349.6112477,1747,F6 V,6390,1123.21
27818,Kepler-501 b,Kepler-501,b,1,2,2016,5.640677572,4.11,NA,1085,NA,6217,1125.24
27828,Kepler-501 c,Kepler-501,c,1,2,2021,3.62275506,1.62,NA,1304,NA,5794,1125.24
14131,Kepler-1538 b,Kepler-1538,b,1,1,2016,175.138819,2.94,NA,361,NA,6210,1125.3
9948,Kepler-1226 b,Kepler-1226,b,1,1,2016,17.2923453,1.45,NA,NA,NA,5923,1125.72
260,CoRoT-12 b,CoRoT-12,b,1,1,2010,2.82803914989,17.76037065,NA,1293.28,NA,5675,1126.37
11488,Kepler-1336 b,Kepler-1336,b,1,2,2016,23.1985852,NA,NA,NA,NA,5449.27,1126.64
11499,Kepler-1336 c,Kepler-1336,c,1,2,2016,NA,2.211,NA,NA,NA,5499,1126.64
32870,Kepler-846 b,Kepler-846,b,1,1,2016,19.80778729,NA,NA,NA,NA,5494,1127.12
9026,Kepler-1155 b,Kepler-1155,b,1,1,2016,33.469743,2.15,NA,609,NA,5912,1128.72
17984,Kepler-1869 b,Kepler-1869,b,1,2,2021,8.16735028,2.07,NA,1263,NA,5895,113.025
17993,Kepler-1869 c,Kepler-1869,c,1,2,2023,1.716831717,1.57,NA,2124,NA,5895,113.025
36478,TOI-3082 b,TOI-3082,b,1,1,2023,1.9268037,3.42735,NA,943,NA,4249,113.048
35510,PDS 70 b,PDS 70,b,1,2,2018,NA,NA,NA,NA,NA,3972,113.064
35514,PDS 70 c,PDS 70,c,1,2,2019,NA,22.86636,635.66,995,NA,3972,113.064
4987,K2-277 b,K2-277,b,1,1,2018,6.326768,2.18575124,NA,1049,NA,5680,113.123
36106,TOI-1798.01,TOI-1798,b,1,2,2024,8.021522331,2.448,NA,NA,NA,5165,113.181
36109,TOI-1798.02,TOI-1798,c,1,2,2024,0.4378109,1.40822,NA,2122.09,NA,5165.2,113.181
36064,TOI-1751 b,TOI-1751,b,1,1,2024,37.46849,2.77,14.5,NA,NA,5996,113.335
2502,HD 169142 b,HD 169142,b,1,1,2023,NA,NA,953.485221,NA,NA,NA,113.6
3834,HD 98219 b,HD 98219,b,1,1,2011,433.8,NA,NA,NA,NA,4925,113.704
36181,TOI-201 b,TOI-201,b,1,2,2021,52.97814194494,11.44714924,NA,598.21,NA,6461.8,113.825
36185,TOI-201 c,TOI-201,c,1,2,2025,2800,11.13051784,4513.1633794,NA,F6 V,NA,113.825
31720,Kepler-772 b,Kepler-772,b,1,1,2016,NA,2.98,NA,NA,NA,5641,1130.21
30424,Kepler-67 b,Kepler-67,b,1,1,2013,NA,2.92,NA,NA,NA,5238,1131.19
6328,KOI-1599.01,KOI-1599,c,1,2,2019,20.4071345,1.76,NA,660,NA,5823,1131.64
6336,KOI-1599.02,KOI-1599,b,1,2,2019,13.6163456,64.05,NA,755,NA,5823,1131.64
30671,Kepler-689 b,Kepler-689,b,1,1,2016,22.36646466,2.32,NA,536,NA,5395,1131.73
17600,Kepler-1839 b,Kepler-1839,b,1,1,2021,5.056759834,1.9493759,NA,NA,NA,5926,1136.6
34135,Kepler-946 b,Kepler-946,b,1,1,2016,11.79162572,1.78,NA,770,NA,5945,1137.29
15082,Kepler-1616 b,Kepler-1616,b,1,1,2016,6.76289308,1.21,NA,1337,NA,6547,1137.81
1533,HATS-15 b,HATS-15,b,1,1,2016,1.74748753,12.385945,689.6911,1505,G9 V,5311,1139.55
35702,TOI-1135 b,TOI-1135,b,1,1,2024,8.0277283,9.34085,NA,1074.28,NA,5962.7,114.048
2001,HD 111591 b,HD 111591,b,1,1,2017,1056.4,NA,NA,NA,NA,4884,114.166
37636,WASP-166 b,WASP-166,b,1,1,2019,5.44354,7.06167,32.10083,1270,F9 V,6050,114.173
5059,K2-292 b,K2-292,b,1,1,2019,16.9841,2.63,24.5,795,G3 V,5725,114.293
36056,TOI-1744.01,TOI-1744,b,1,1,2024,22.3417286,2.54102,NA,598,NA,6179,114.39
36414,TOI-261.01,TOI-261,b,1,1,2024,3.3639254,3.0449863,NA,1722.49,NA,5890.3,114.495
36226,TOI-2084 b,TOI-2084,b,2,1,2023,6.0784031,2.07448,NA,554,NA,3630,114.549
4237,K2-128 b,K2-128,b,1,1,2017,5.675814,1.20312295,NA,NA,NA,4621,114.637
3085,HD 25723 b,HD 25723,b,1,1,2020,457.01,NA,NA,NA,K1 III,4766,114.816
35845,TOI-1288 b,TOI-1288,b,1,2,2022,2.69998,5.08,NA,NA,NA,5307,114.865
35849,TOI-1288 c,TOI-1288,c,1,2,2022,416,NA,NA,NA,NA,5388,114.865
8894,Kepler-1144 b,Kepler-1144,b,1,1,2016,17.14648756,NA,NA,NA,NA,5695,1140.57
27559,Kepler-485 b,Kepler-485,b,1,1,2016,3.243259796,13.838,NA,NA,NA,5802,1140.95
29968,Kepler-635 b,Kepler-635,b,1,1,2016,23.44970494,NA,NA,NA,NA,6296.98,1141.08
15828,Kepler-1685 b,Kepler-1685,b,1,1,2020,20.4904029,3.07,NA,625,NA,5681,1141.89
18002,Kepler-187 b,Kepler-187,b,1,2,2014,4.93883135,1.44,NA,1244,NA,6112,1143
18013,Kepler-187 c,Kepler-187,c,1,2,2014,10.64022272,2.58,NA,910,NA,5945,1143
22163,Kepler-276 b,Kepler-276,b,1,3,2014,14.12847677,2.73,NA,739,NA,5779,1144.86
22176,Kepler-276 c,Kepler-276,c,1,3,2013,31.88355187,NA,NA,NA,NA,5746,1144.86
22189,Kepler-276 d,Kepler-276,d,1,3,2013,48.646,2.74,18.4,NA,NA,NA,1144.86
12032,Kepler-1377 b,Kepler-1377,b,1,1,2016,0.7409292942,NA,NA,NA,NA,5271,1146.1
266,CoRoT-13 b,CoRoT-13,b,1,1,2010,4.03515,NA,NA,NA,G0 V,5945,1148.93
36159,TOI-1883 b,TOI-1883,b,1,1,2024,4.50638380838,5.55217343,NA,524.92,NA,3477,115.369
35877,TOI-1346 b,TOI-1346,b,1,2,2025,1.7622538,2.39,NA,1324,NA,5099,115.45
35879,TOI-1346 c,TOI-1346,c,1,2,2025,5.50255772451,2.70497972,NA,811.85,NA,4965,115.45
4716,K2-216 b,K2-216,b,1,1,2018,2.174789,1.67844825,NA,NA,NA,4591,115.461
36745,TOI-519 b,TOI-519,b,1,1,2021,1.26523248,11.87031056,166.85991368,754,NA,3354,115.557
2273,HD 144899 b,HD 144899,b,1,1,2022,40.43914,NA,NA,NA,NA,NA,115.665
38204,WASP-59 b,WASP-59,b,1,1,2012,7.919585,8.68696004,274.28591524,NA,NA,4650,115.936
30738,Kepler-693 b,Kepler-693,b,2,1,2016,15.37564455,NA,NA,NA,NA,4822,1151.51
13178,Kepler-1464 b,Kepler-1464,b,1,2,2016,31.77865569,NA,NA,NA,NA,5654,1151.73
13188,Kepler-1464 c,Kepler-1464,c,1,2,2016,5.3278308787,NA,NA,NA,NA,5654,1151.73
6741,Kepler-1004 b,Kepler-1004,b,1,1,2016,5.28788991,NA,NA,NA,NA,4917.72,1152.68
29260,Kepler-592 b,Kepler-592,b,1,1,2016,2.820185017,NA,NA,NA,NA,5936,1153.13
10628,Kepler-1275 b,Kepler-1275,b,1,1,2016,3.65690909,NA,NA,NA,NA,6048.32,1153.98
12855,Kepler-1438 b,Kepler-1438,b,1,1,2016,2.319426,0.88,NA,1230,NA,5529,1154.13
20871,Kepler-24 b,Kepler-24,b,1,4,2011,8.14511872,3.11,NA,993,NA,6038,1156.81
20885,Kepler-24 c,Kepler-24,c,1,4,2011,12.333,2.36,33.6,NA,NA,NA,1156.81
20899,Kepler-24 d,Kepler-24,d,1,4,2014,NA,1.85,NA,NA,NA,6022,1156.81
20910,Kepler-24 e,Kepler-24,e,1,4,2014,18.99815959,NA,NA,NA,NA,5998.38,1156.81
30845,Kepler-703 b,Kepler-703,b,1,1,2016,NA,6.273,NA,NA,NA,5814,1156.83
31190,Kepler-734 b,Kepler-734,b,1,1,2016,6.104852856,3.56,NA,NA,NA,5326,1157.21
9401,Kepler-1184 b,Kepler-1184,b,1,1,2016,53.59887191,NA,NA,NA,NA,5922,1157.84
6307,KOI-134 b,KOI-134,b,1,2,2025,67.1277,12.03844527,346.43296363,659,F9V,6160,1159.21
6314,KOI-134 c,KOI-134,c,1,2,2025,33.95,NA,69.92224954,NA,F9V,6160,1159.21
13248,Kepler-1469 b,Kepler-1469,b,1,1,2016,21.8635581674,NA,NA,NA,NA,5200,1159.3
29442,Kepler-602 b,Kepler-602,b,1,1,2016,15.28476211,NA,NA,NA,NA,5554.67,1159.31
15804,Kepler-1682 b,Kepler-1682,b,1,1,2020,14.83339324,3.47,NA,729,NA,5776,1159.85
3948,HIP 67537 b,HIP 67537,b,1,1,2017,2523.64713,NA,4309.11754211,NA,NA,NA,116.046
2017,HD 113996 b,HD 113996,b,2,1,2017,610.2,NA,NA,NA,NA,4181,116.334
4116,K2-110 b,K2-110,b,1,1,2017,13.86391,2.52419159,NA,NA,NA,4877,116.474
1969,HD 10975 b,HD 10975,b,1,1,2021,283.8,NA,NA,NA,K0 III,4840,116.506
36203,TOI-2048 b,TOI-2048,b,1,1,2022,13.79019,2.61,NA,NA,G V,5185,116.567
3321,HD 40956 b,HD 40956,b,1,1,2017,578.6,NA,NA,NA,NA,4869,116.593
36277,TOI-2180 b,TOI-2180,b,1,1,2022,260.1706,NA,NA,NA,NA,NA,116.685
23584,Kepler-315 b,Kepler-315,b,1,2,2014,96.101141,3.77,NA,NA,NA,5796,1160.63
23595,Kepler-315 c,Kepler-315,c,1,2,2014,265.467621,4.325,NA,NA,NA,5683,1160.63
35181,OGLE-2013-BLG-0341L B b,OGLE-2013-BLG-0341L B,b,2,1,2014,NA,NA,2.32,NA,NA,NA,1161
33444,Kepler-894 b,Kepler-894,b,1,1,2016,9.80322678,NA,NA,NA,NA,5774.14,1162.91
29216,Kepler-59 b,Kepler-59,b,1,2,2012,11.86817,1.23,NA,880,NA,6314,1163.22
29228,Kepler-59 c,Kepler-59,c,1,2,2012,17.9801235,1.98,NA,NA,NA,6074,1163.22
33574,Kepler-902 b,Kepler-902,b,1,1,2016,40.1099547,2.49,NA,524,NA,5960,1165.34
32840,Kepler-843 b,Kepler-843,b,1,1,2016,2.053879821,2.29,NA,1379,NA,5868,1165.66
12570,Kepler-1413 b,Kepler-1413,b,1,1,2016,13.1829642,1.92,NA,661,NA,5382,1167.49
25397,Kepler-370 b,Kepler-370,b,1,2,2014,4.57950946,1.3,NA,1043,NA,5845,1167.94
25408,Kepler-370 c,Kepler-370,c,1,2,2014,NA,2.259,NA,NA,NA,5649,1167.94
30447,Kepler-671 b,Kepler-671,b,1,1,2016,4.2809919671,NA,NA,NA,NA,5423,1168.26
31649,Kepler-769 b,Kepler-769,b,1,2,2016,NA,2.315,NA,NA,NA,6047,1169.57
